1	1.38782
2	1.45878
3	1.37627
4	1.39101
5	1.40298
6	1.38298
7	1.38267
8	1.42663
9	1.40096
10	1.35209
11	1.38318
12	1.45357
13	1.39332
14	1.46115
15	1.31772
16	1.34729
17	1.41117
18	1.39267
19	1.26048
20	1.52847
21	1.42561
22	1.31601
23	1.4854
24	1.51805
25	1.38299
26	1.34254
27	1.43602
28	1.47581
29	1.29878
30	1.39883
31	1.36008
32	1.42902
33	1.40818
34	1.52196
35	1.42651
36	1.35018
37	1.41259
38	1.37906
39	1.3603
40	1.33904
41	1.35277
42	1.30207
43	1.37719
44	1.27759
45	1.39074
46	1.29908
47	1.33958
48	1.34435
49	1.40321
50	1.46883
51	1.34435
52	1.36086
53	1.43983
54	1.45573
55	1.43618
56	1.33954
57	1.37552
58	1.36779
59	1.45861
60	1.44525
61	1.38665
62	1.34512
63	1.39118
64	1.32641
65	1.37501
66	1.46178
67	1.3989
68	1.36847
69	1.38033
70	1.37719
71	1.40674
72	1.36227
73	1.38347
74	1.4438
75	1.34755
76	1.37351
77	1.43839
78	1.4727
79	1.39326
80	1.42632
81	1.42738
82	1.36328
83	1.42313
84	1.44428
85	1.33531
86	1.39458
87	1.46576
88	1.35397
89	1.38151
90	1.42513
91	1.38236
92	1.43743
93	1.37422
94	1.40807
95	1.42378
96	1.40249
97	1.34534
98	1.33674
99	1.41284
100	1.38597
101	1.41468
102	1.39225
103	1.34036
104	1.34323
105	1.39534
106	1.49999
107	1.40184
108	1.33739
109	1.44605
110	1.34314
111	1.49929
112	1.34204
113	1.45319
114	1.47377
115	1.45206
116	1.33891
117	1.31557
118	1.35202
119	1.37672
120	1.39609
121	1.36312
122	1.39692
123	1.47903
124	1.31243
125	1.34013
126	1.35625
127	1.41028
128	1.46933
129	1.38643
130	1.37238
131	1.40987
132	1.3187
133	1.41311
134	1.44512
135	1.30384
136	1.37269
137	1.50782
138	1.35024
139	1.30515
140	1.38313
141	1.40225
142	1.39962
143	1.39361
144	1.37277
145	1.47506
146	1.35921
147	1.4021
148	1.35265
149	1.47702
150	1.44799
151	1.35028
152	1.36637
153	1.39958
154	1.42826
155	1.34153
156	1.37954
157	1.35769
158	1.4025
159	1.39106
160	1.4629
161	1.35724
162	1.46053
163	1.40912
164	1.3878
165	1.39802
166	1.41946
167	1.35954
168	1.37952
169	1.33179
170	1.40739
171	1.37492
172	1.34335
173	1.39476
174	1.45489
175	1.32444
176	1.38392
177	1.38697
178	1.42197
179	1.43038
180	1.44425
181	1.41339
182	1.41356
183	1.43131
184	1.34787
185	1.35331
186	1.35672
187	1.36994
188	1.39119
189	1.4654
190	1.39082
191	1.34339
192	1.3816
193	1.35987
194	1.41266
195	1.37458
196	1.43114
197	1.32478
198	1.50187
199	1.33702
200	1.39125
201	1.37335
202	1.42881
203	1.36797
204	1.38956
205	1.34898
206	1.50243
207	1.27751
208	1.37251
209	1.4159
210	1.49239
211	1.35533
212	1.30048
213	1.39999
214	1.38744
215	1.45875
216	1.43317
217	1.38569
218	1.37635
219	1.35302
220	1.38142
221	1.4005
222	1.39753
223	1.42806
224	1.38235
225	1.35458
226	1.39687
227	1.35795
228	1.46614
229	1.4006
230	1.37825
231	1.40065
232	1.46524
233	1.39735
234	1.49025
235	1.35484
236	1.39328
237	1.424
238	1.41521
239	1.37844
240	1.44621
241	1.47463
242	1.30339
243	1.42839
244	1.3951
245	1.3907
246	1.35819
247	1.36709
248	1.4209
249	1.46305
250	1.3432
251	1.36969
252	1.40507
253	1.38468
254	1.27753
255	1.39206
256	1.43464
257	1.40603
258	1.37965
259	1.45574
260	1.37659
261	1.33949
262	1.42799
263	1.36814
264	1.43165
265	1.31785
266	1.46205
267	1.27609
268	1.35969
269	1.45843
270	1.35737
271	1.41466
272	1.3704
273	1.35138
274	1.30432
275	1.34459
276	1.36243
277	1.3666
278	1.38529
279	1.3778
280	1.36926
281	1.50265
282	1.41225
283	1.48356
284	1.37883
285	1.34937
286	1.37166
287	1.43241
288	1.37391
289	1.3821
290	1.30884
291	1.25178
292	1.34635
293	1.37821
294	1.3497
295	1.4305
296	1.4331
297	1.41063
298	1.35842
299	1.34773
300	1.40504
301	1.39381
302	1.45107
303	1.39069
304	1.36557
305	1.33526
306	1.42222
307	1.34364
308	1.43545
309	1.40717
310	1.35501
311	1.31
312	1.44301
313	1.34923
314	1.50655
315	1.39204
316	1.48037
317	1.31432
318	1.33431
319	1.37305
320	1.29068
321	1.361
322	1.41113
323	1.36468
324	1.40517
