1	3.12727
2	2.99359
3	2.9275
4	2.79811
5	3.08252
6	2.9626
7	3.00204
8	2.89261
9	2.9463
10	3.00982
11	2.92809
12	2.96643
13	2.74619
14	2.7764
15	2.9916
16	2.99199
17	2.86359
18	2.83809
19	2.84161
20	2.6832
21	2.86172
22	3.03647
23	2.9306
24	2.91368
25	2.74518
26	2.99138
27	3.0463
28	3.0486
29	3.07553
30	3.07261
31	3.12581
32	3.27905
33	2.87946
34	3.01504
35	3.26568
36	2.88167
37	3.09799
38	3.04099
39	2.66644
40	2.97348
41	2.7364
42	3.03443
43	3.1401
44	2.97754
45	3.04689
46	3.14195
47	2.85137
48	3.12212
49	2.92287
50	2.97547
51	3.0022
52	3.06754
53	2.86233
54	2.92766
55	3.13717
56	2.87868
57	3.05104
58	3.07163
59	3.00498
60	2.991
61	3.00816
62	2.95124
63	3.0296
64	3.00436
65	2.93198
66	2.99378
67	3.11653
68	2.90334
69	2.98626
70	3.06073
71	3.32774
72	2.9981
73	2.89844
74	3.08528
75	2.83036
76	3.00736
77	3.19357
78	2.75153
79	3.06502
80	2.99464
81	2.86382
82	2.94996
83	3.15133
84	3.1098
85	3.05065
86	3.13169
87	3.2837
88	2.96947
89	3.1204
90	3.27899
91	2.88911
92	3.11615
93	3.02535
94	3.27614
95	2.82892
96	2.77932
97	2.93227
98	3.00167
99	2.99033
100	2.99571
101	3.00924
102	2.84395
103	2.99282
104	3.16604
105	2.85003
106	2.83601
107	2.92437
108	2.86402
109	2.78037
110	3.16132
111	3.19798
112	3.18506
113	2.96278
114	3.03263
115	3.18411
116	2.94247
117	2.88558
118	2.96655
119	2.90001
120	3.06521
121	2.85534
122	2.69219
123	3.06288
124	2.96957
125	2.75302
126	3.26843
127	3.06633
128	3.1605
129	2.63853
130	3.10783
131	3.19693
132	3.17568
133	3.05866
134	2.95403
135	2.93604
136	2.89947
137	2.90479
138	3.01501
139	3.30671
140	3.17346
141	2.797
142	3.14936
143	2.91214
144	3.02
145	2.96029
146	3.33135
147	2.70406
148	2.82657
149	3.00983
150	3.22647
151	2.84925
152	3.25837
153	2.94838
154	3.09233
155	2.72246
156	3.29482
157	3.13726
158	2.95111
159	2.79951
160	2.99843
161	3.18396
162	3.16817
163	3.14048
164	3.18471
165	2.73744
166	3.14232
167	3.01492
168	2.9678
169	3.12556
170	3.08875
171	2.92862
172	2.83587
173	2.95756
174	2.91272
175	3.13238
176	2.98751
177	2.85418
178	2.67907
179	3.12892
180	3.02738
181	3.02053
182	3.11742
183	3.08213
184	2.90517
185	2.95597
186	2.84527
187	3.00421
188	3.02383
189	3.16842
190	3.14493
191	2.83177
192	2.91127
193	2.8389
194	3.033
195	2.73634
196	3.43147
197	2.92054
198	3.02598
199	3.16845
200	3.3339
201	2.85262
202	3.03164
203	2.93928
204	3.24784
205	3.27501
206	2.72888
207	3.03838
208	3.206
209	2.7593
210	3.39031
211	2.57318
212	3.15374
213	2.91792
214	2.7865
215	3.01393
216	2.94713
217	3.03515
218	2.75519
219	3.0949
220	3.03922
221	2.92641
222	2.89241
223	2.95826
224	3.25173
225	3.34595
226	3.25845
227	2.92355
228	3.0845
229	3.05434
230	3.03745
231	3.04091
232	3.08217
233	2.86528
234	3.16483
235	3.05971
236	2.90192
237	2.90483
238	2.83047
239	2.77675
240	3.10142
241	3.14158
242	2.89826
243	3.11284
244	2.99237
245	2.81835
246	2.90582
247	2.66754
248	2.96001
249	2.77058
250	3.18681
251	3.07244
252	3.06106
253	2.9982
254	3.09091
255	2.91295
256	2.92266
257	2.93098
258	3.03412
259	3.12624
260	2.96742
261	3.03324
262	2.99627
263	3.04114
264	3.18003
265	2.81654
266	3.14284
267	3.03286
268	2.86613
269	3.23328
270	3.04547
271	3.00875
272	3.18293
273	3.08704
274	3.03472
275	3.01721
276	3.23052
277	3.06408
278	3.13049
279	3.01192
280	2.92223
281	2.81769
282	2.85141
283	3.15712
284	2.71821
285	2.74619
286	3.01565
287	2.95521
288	2.88147
289	2.98547
290	2.91988
291	3.02992
292	3.19002
293	3.01247
294	2.88815
295	2.9088
296	2.76241
297	3.11639
298	3.21964
299	3.09527
300	3.0282
301	3.03746
302	3.01266
303	3.02916
304	2.92741
305	3.50524
306	2.84868
307	3.07209
308	2.71446
309	2.99763
310	3.32336
311	3.1295
312	2.90443
313	2.81034
314	2.96548
315	2.85897
316	2.84209
317	3.36752
318	3.24449
319	3.10721
320	3.01911
321	2.87001
322	3.16881
323	2.92583
324	2.9699
325	2.71278
326	2.89638
327	3.04871
328	3.05106
329	3.02297
330	3.01572
331	3.1317
332	3.09098
333	2.83717
334	2.89492
335	2.85756
336	3.58264
337	3.0592
338	2.8269
339	3.01954
340	2.7988
341	2.80242
342	3.08342
343	2.8753
344	2.8592
345	3.08402
346	2.79249
347	3.11953
348	2.83295
349	2.85051
350	3.24447
351	2.75619
352	2.94978
353	3.2849
354	2.97977
355	2.7878
356	2.49246
357	3.07065
